pol_0,pol_1,val_0,val_1
0,0,7061.295467097879,7061.295467097879
0,0,7100.400658736154,7100.400658736154
0,0,7139.864531725335,7139.864531725335
0,0,7179.691067544385,7179.691067544385
0,0,7219.884296549199,7219.884296549199
0,0,7260.448298593798,7260.448298593798
0,0,7301.387203658734,7301.387203658734
0,0,7342.705192488138,7342.705192488138
0,0,7384.406497234865,7384.406497234865
0,0,7426.495402113668,7426.495402113668
0,0,7468.976244063147,7468.976244063147
0,0,7511.853413415797,7511.853413415797
0,0,7555.13135457695,7555.13135457695
0,0,7598.814566711947,7598.814566711947
0,0,7642.907604442471,7642.907604442471
0,0,7687.415078551187,7687.415078551187
0,0,7732.341656695982,7732.341656695982
0,0,7777.69206413251,7777.69206413251
0,0,7823.471084446108,7823.471084446108
0,0,7869.683560293076,7869.683560293076
0,0,7916.334394150844,7916.334394150844
0,0,7963.428549077768,7963.428549077768
0,0,8010.971049482375,8010.971049482375
0,0,8058.966981901724,8058.966981901724
0,0,8107.421495790078,8107.421495790078
0,0,8156.339804316789,8156.339804316789
0,0,8205.727185173997,8205.727185173997
0,0,8255.588981394541,8255.588981394541
0,0,8305.930602179576,8305.930602179576
0,0,8356.757523736045,8356.757523736045
0,0,8408.07529012519,8408.07529012519
0,0,8459.889514120101,8459.889514120101
0,0,8512.205878074456,8512.205878074456
0,0,8565.030134801427,8565.030134801427
0,0,8618.368108463002,8618.368108463002
0,0,8672.225695469853,8672.225695469853
0,0,8726.60886539206,8726.60886539206
0,0,8781.523661880266,8781.523661880266
0,0,8836.976203598242,8836.976203598242
0,0,8892.972685165363,8892.972685165363
0,0,8949.519378111132,8949.519378111132
0,0,9006.622631839955,9006.622631839955
0,0,9064.288874607428,9064.288874607428
0,0,9122.524614507776,9122.524614507776
0,0,9181.336440472242,9181.336440472242
0,0,9240.731023279344,9240.731023279344
0,0,9300.715116575897,9300.715116575897
0,1,9361.29555791012,9361.31183864697
0,1,9422.47926977547,9425.588437656861
0,1,9484.273260666894,9490.537099993171
0,1,9546.684626148004,9556.16549179746
0,1,9609.720549930276,9622.481359100333
0,1,9673.388304963746,9689.492528935269
0,1,9737.695254539709,9757.20691048224
0,1,9802.648853404726,9825.632496241582
0,1,9868.256648886996,9894.777363236824
0,1,9934.526282034212,9964.649674247294
0,1,10001.465488763235,10035.25767906975
0,1,10069.082101021926,10106.609715807626
0,1,10137.384047962614,10178.71421218909
0,1,10206.379357127375,10251.579686912302
0,1,10276.076155645693,10325.214751017455
0,1,10346.482671443175,10399.628109285137
0,1,10417.607234462947,10474.828561660788
0,1,10489.45827789834,10550.825004703365
0,1,10562.04433943765,10627.626433059275
0,1,10635.374062520546,10705.241940958918
0,1,10709.456197606054,10783.680723736537
0,1,10784.299603452655,10862.952079371777
0,1,10859.913248409317,10943.065410052659
0,1,10936.306211718507,11024.03022375823
0,1,11013.48768483049,11105.856135860908
0,1,11091.466972728787,11188.55287074737
0,1,11170.253495266898,11272.130263456505
0,1,11249.856788516154,11356.598261333875
0,1,11330.28650612439,11441.966925702314
0,1,11411.552420685213,11528.246433546217
0,1,11493.664425117846,11615.447079209718
0,1,11576.632534057831,11703.579276107504
0,1,11660.46688525684,11792.653558446447
0,1,11745.17774099344,11882.68058295806
0,1,11830.775489492627,11973.671130640187
0,1,11917.27064635519,12065.636108506285
0,1,12004.673855995983,12158.586551342612
0,1,12092.995893090634,12252.533623470523
0,1,12182.247664031012,12347.4886205142
0,1,12272.440208388272,12443.462971171348
0,1,12363.584700383377,12540.468238987058
0,1,12455.69245036486,12638.516124128544
0,1,12548.774906292847,12737.61846515999
0,1,12642.843655229703,12837.787240816328
0,1,12737.910424834954,12939.034571774931
0,1,12833.987084866343,13041.372722423323
0,1,12931.085648683862,13144.814102622046
0,1,13029.218274758005,13249.371269461639
0,1,13128.397268180504,13355.056929012038
0,1,13228.63508217663,13461.883938062769
0,1,13329.944319618742,13569.86530585332
0,1,13432.33773454005,13679.01419579153
0,1,13535.828233646998,13789.343927159192
0,1,13640.42887783009,13900.867976802347
0,1,13746.152883671339,14013.599980806237
0,1,13853.013624947478,14127.553736151614
0,1,13961.024634127594,14242.743202352089
0,1,14070.199603863874,14359.182503070018
0,1,14180.552388473885,14476.885927709494
0,1,14292.097005412768,14595.867932984325
0,1,14404.84763673402,14716.143144459582
0,1,14518.818630537355,14837.72635806361
0,1,14634.024502400676,14960.632541570223
0,1,14750.479936795662,15084.87683604682
0,1,14868.19978848405,15210.474557267678
0,1,14987.19908389258,15337.441197089292
0,1,15107.49302246461,15465.792424785534
0,1,15229.096977985693,15595.544088340326
0,1,15352.026499880432,15726.712215694068
0,1,15476.297314478781,15859.313015942675
0,1,15601.925326247772,15993.362880484228
0,1,15728.926618986789,16128.878384112291
0,1,15857.317456982506,16265.876286050652
0,1,15987.114286120439,16404.373530928053
0,1,16118.333734950467,16544.387249687567
0,1,16250.992615700978,16685.934760428256
0,1,16385.107925239972,16829.033569174822
0,1,16520.69684597765,16973.701370571336
0,1,16657.77674670686,17119.956048494743
0,1,16796.365183377424,17267.815676584505
0,1,16936.479899799815,17417.298518682604
0,1,17078.13882827282,17568.423029180678
0,1,17221.36009013128,17721.20785326879
0,1,17366.161996208524,17875.671827081052
0,1,17512.56304720791,18031.833977732527
0,1,17660.581933979058,18189.713523242826
0,1,17810.237537691843,18349.329872340404
0,1,17961.54892990319,18510.702624141628
0,1,18114.535372511065,18673.85156769997
0,1,18269.216317588423,18838.79668141777
0,1,18425.611407091015,19005.558132315655
0,1,18583.740472433838,19174.15627515241
0,1,18743.623533926984,19344.611651389914
0,1,18905.280800066528,19516.94498799498
0,1,19068.73266667178,19691.177196073582
0,1,19233.99971586196,19867.32936932765
0,1,19401.102714865192,20045.422782330606
0,1,19570.062614652317,20225.47888861198
0,1,19740.900548386817,20407.51931854562
0,1,19913.637829684798,20591.565877033183
0,1,20088.295950674976,20777.640540976292
0,1,20264.89657985259,20965.765456529687
0,1,20443.461559717423,21155.962936127056
0,1,20624.0129041893,21348.255455274928
0,1,20806.57279579076,21542.665649102317
0,1,20991.163582591027,21739.2163086649
0,1,21177.807774900462,21937.930376990233
0,1,21366.528041709425,22138.83094486127
0,1,21557.347206861443,22341.941246328697
0,1,21750.28824495291,22547.28465394527
0,1,21945.374276952236,22754.8846737157
0,1,22142.628565528426,22964.764939755125
0,1,22342.074510082817,23176.949208649086
0,1,22543.735641474876,23391.461353509432
0,1,22747.63561643559,23608.325357719375
0,1,22953.7982116599,23827.565308362326
0,1,23162.247317571786,24049.205389328632
0,1,23373.00693175518,24273.269874095367
0,1,23586.10115204319,24499.783118174775
0,1,23801.55416926119,24728.769551225607
0,1,24019.390259616266,24960.253668826008
0,1,24239.63377672816,25194.26002390178
0,1,24462.30914329826,25430.813217809642
0,1,24687.44084241012,25669.93789107181
0,1,24915.053408459138,25911.658713760564
0,1,25145.17141770825,26156.000375532865
0,1,25377.819478466277,26402.987575313025
0,1,25613.0222208886,26652.645010626264
0,1,25850.804286397226,26904.99736658191
0,1,26091.190316722288,27160.0693045107
0,1,26334.20494256339,27417.885450257894
0,1,26579.87277187405,27678.470382136355
0,1,26828.21837777104,27941.848618544973
0,1,27079.26628607187,28208.044605258274
0,1,27333.04096246539,28477.08270239332
0,1,27589.566799321354,28748.98717106313
0,1,27848.868102144595,29023.782159725473
0,1,28110.969075683566,29301.49169023689
0,1,28375.893809700916,29582.139643624298
0,1,28643.66626441718,29865.749745586512
0,1,28914.31025564043,30152.345551740334
0,1,29187.8494395932,30441.950432626116
0,1,29464.30729745364,30734.58755849025
0,1,29743.70711962548,31030.2798838632
0,1,30026.071989755645,31329.05013195138
0,1,30311.42476851787,31630.92077886634
0,1,30599.788077185673,31935.914037712537
0,1,30891.184281013808,32244.05184255926
0,1,31185.635472455924,32555.355832321122
0,1,31483.16345424345,32869.84733457691
0,1,31783.789722353416,33187.54734935508
0,1,32087.535448895436,33508.47653291723
0,1,32394.42146495011,33832.65518157193
0,1,32704.468243392235,34160.103215554744
0,1,33017.695881733685,34490.840163009845
0,1,33334.12408502578,34824.885144112195
0,1,33653.77214885803,35162.25685536976
0,1,33976.65894249745,35502.973554148826
0,1,34302.80289221106,35847.05304346472
0,1,34632.221964817014,36194.51265708538
0,1,34964.93365151272,36545.369244994436
0,1,35300.9549520308,36899.6391592634
0,1,35640.30235917286,37257.338240384415
0,1,35982.991843777345,37618.48180411793
0,1,36329.038840175825,37983.084628908764
0,1,36678.4582321972,38351.16094392806
0,1,37031.26433977898,38722.72441780156
0,1,37387.470906248556,39097.78814808263
0,1,37747.09108633785,39476.36465153363
0,1,38110.13743499788,39858.46585527932
0,1,38476.621897080346,40244.103088897864
0,1,38846.55579795529,40633.287077517205
0,1,39219.949835137195,41026.02793598446
0,1,39596.81407099126,41422.335164179465
0,1,39977.15792659316,41822.21764354236
0,1,40360.990176818384,42225.683634890454
0,1,40748.31894673743,42632.74077759309
0,1,41139.15170939509,43043.396090184
0,1,41533.49528505007,43457.655972483066
0,1,41931.35584195519,43875.52620930328
0,1,42332.7388987585,44297.01197582038
0,1,42737.64932860257,44722.117844679255
0,1,43146.0913650035,45150.847794914574
0,1,43558.068609589514,45583.20522276072
0,1,43973.58404177533,46019.19295442595
0,1,44392.64003045345,46458.81326090566
0,1,44815.23834777888,46902.06787490736
0,1,45241.380185122216,47348.95800995924
0,1,45671.06617126506,47799.48438177191
0,1,46104.296392912496,48253.64723192344
0,1,46541.070417588315,48711.446353928986
0,1,46981.38731898518,49172.88112176269
0,1,47425.245704827605,49637.950520887716
0,1,47872.643747314025,50106.65318185265
0,1,48323.5792161911,50578.987416506665
0,1,48778.04951451336,51054.95125687874
0,1,49236.05171713694,51534.54249676911
0,1,49697.58261198785,52017.75873608591
1,1,50176.26974652482,52504.59742796405
1,1,50666.7282472504,52995.05592868966
1,1,51160.80386901544,53489.1315504547
1,1,51658.49393551189,53986.82161695112
1,1,52159.79584037501,54488.12352181423
1,1,52664.70710847581,54993.03478991507
1,1,53173.225460051435,55501.553141490636
1,1,53685.348877658675,56013.676559097905
1,1,54201.07567592621,56529.40335736535
1,1,54720.4045740694,57048.732255508614
1,1,55243.334771127156,57571.6624525664
1,1,55769.866023867355,58098.19370530663
1,1,56299.998727299724,58628.32640873898
1,1,56833.73399772483,59162.061679164035
1,1,57371.07375823844,59699.401439677604
1,1,57912.0208266001,60240.348508039315
1,1,58456.579005366555,60784.906686805814
